client_id,churn_probability
799092,0.99998784
781242,0.99998784
1225035,0.99998784
1219515,0.99998784
203586,0.99998784
1639741,0.99998784
1280410,0.99998784
185049,0.99998784
671186,0.99998784
1659174,0.99998784
2084704,0.99998784
2259324,0.99998784
1900658,0.99998784
433396,0.99998784
191941,0.99998784
1976861,0.99998784
192260,0.99998784
1595815,0.99998784
2073062,0.99998784
204521,0.99998784
2038200,0.99998784
2256604,0.99998784
680357,0.99998784
944643,0.99998784
1405463,0.99998784
599716,0.99998784
1000546,0.99998784
1012732,0.99998784
924477,0.99998784
2146820,0.99998784
60843,0.99998784
1022335,0.99998784
1836258,0.99998784
40577,0.99998784
603171,0.99998784
2136068,0.99998784
1717215,0.99998784
74329,0.99998784
1046828,0.99998784
1049672,0.99998784
1051588,0.99998784
914710,0.99998784
1523792,0.99998784
155853,0.99998784
592253,0.99998784
2125282,0.99998784
4060,0.99998784
1064022,0.99998784
1803403,0.99998784
395736,0.99998784
57401,0.99998784
1514300,0.99998784
1497067,0.99998784
950576,0.99998784
1491728,0.99998784
641233,0.99998784
1776257,0.99998784
746027,0.99998784
960593,0.99998784
743089,0.99998784
2166746,0.99998784
1793026,0.99998784
965214,0.99998784
1932092,0.99998784
933740,0.99998784
978446,0.99998784
391567,0.99998784
932002,0.99998784
985322,0.99998784
706252,0.99998784
987691,0.99998784
1744067,0.99998784
17584,0.99998784
1956320,0.99998784
1727600,0.99998784
1076762,0.99998784
1407834,0.99998784
1688134,0.99998784
1090771,0.99998784
284150,0.99998784
576146,0.99998784
573664,0.99998784
1082870,0.99998784
1906708,0.99998784
734742,0.99998784
1682410,0.99998784
130430,0.99998784
903955,0.99998784
1409267,0.99998784
1695757,0.99998784
804492,0.99998784
941082,0.9999877
1411506,0.9999877
